                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    393,                0.93923,                0.49188,                0.82103,                0.80356,                0.68657,                0.74542,                0.45298,                0.95241,                0.47993,                0.83418,              0.0061192,              0.0061192,              0.0061192
                    394,                0.90942,                0.48131,                0.81697,                0.79838,                0.69285,                0.74772,                0.45463,                0.95291,                0.48009,                0.83426,              0.0061093,              0.0061093,              0.0061093
                    395,                0.94577,                0.49741,                0.81994,                0.79543,                0.70126,                0.75233,                0.45502,                0.94952,                0.47821,                0.83391,              0.0060994,              0.0060994,              0.0060994
                    396,                0.94212,                0.49129,                0.82098,                0.80224,                0.69727,                0.75472,                0.45412,                0.95409,                0.47817,                0.83447,              0.0060895,              0.0060895,              0.0060895
                    397,                0.93022,                0.48764,                0.81943,                0.80049,                0.69576,                0.75118,                0.45328,                0.95595,                0.47877,                0.83472,              0.0060796,              0.0060796,              0.0060796
                    398,                0.94222,                0.49266,                0.81936,                0.79852,                 0.6988,                0.75199,                0.45299,                0.95618,                0.47883,                0.83443,              0.0060697,              0.0060697,              0.0060697
                    399,                0.93315,                 0.4904,                 0.8219,                0.79502,                0.69437,                0.75127,                0.45196,                0.95642,                0.47991,                0.83395,              0.0060598,              0.0060598,              0.0060598
                    400,                0.91999,                0.48623,                0.81544,                0.80171,                0.69443,                0.75162,                0.45187,                0.95635,                0.48125,                0.83398,              0.0060499,              0.0060499,              0.0060499
                    401,                0.92417,                0.48783,                0.81857,                 0.7928,                0.69661,                0.75097,                0.45281,                0.95358,                0.48062,                0.83372,                0.00604,                0.00604,                0.00604
                    402,                0.92613,                0.48775,                0.81412,                0.81068,                 0.6815,                0.74814,                 0.4517,                0.95477,                0.48041,                 0.8335,              0.0060301,              0.0060301,              0.0060301
                    403,                0.92484,                0.48712,                0.81824,                0.79222,                0.70465,                0.75097,                0.45307,                0.95622,                0.47996,                0.83365,              0.0060202,              0.0060202,              0.0060202
                    404,                 0.9401,                0.49006,                0.81912,                0.80366,                0.69694,                0.75179,                0.45279,                0.95613,                0.48059,                0.83376,              0.0060103,              0.0060103,              0.0060103
                    405,                0.94393,                0.49351,                0.81794,                0.80674,                0.69623,                0.74876,                0.45246,                0.95471,                0.48197,                0.83371,              0.0060004,              0.0060004,              0.0060004
                    406,                0.94225,                0.49155,                0.81914,                0.80276,                0.70437,                0.75191,                 0.4525,                0.95361,                0.48012,                0.83344,              0.0059905,              0.0059905,              0.0059905
                    407,                0.93322,                0.48626,                0.81577,                0.79805,                0.69909,                0.75386,                0.45323,                0.95316,                0.47919,                0.83364,              0.0059806,              0.0059806,              0.0059806
                    408,                 0.9301,                0.48504,                 0.8156,                 0.8101,                0.69476,                0.75489,                0.45155,                0.95371,                 0.4789,                 0.8335,              0.0059707,              0.0059707,              0.0059707
                    409,                0.92894,                0.48685,                0.81457,                0.79439,                0.70437,                0.75125,                0.45075,                0.95527,                0.47842,                0.83374,              0.0059608,              0.0059608,              0.0059608
                    410,                  0.947,                0.49331,                0.81817,                0.79085,                0.70581,                0.75473,                0.45179,                0.95457,                0.47717,                0.83344,              0.0059509,              0.0059509,              0.0059509
                    411,                0.91776,                0.48325,                0.81464,                0.80195,                0.69515,                0.75399,                0.45209,                0.95798,                0.47758,                0.83379,               0.005941,               0.005941,               0.005941
                    412,                0.91111,                0.47806,                0.81779,                0.80997,                0.69189,                0.75425,                0.45271,                0.95481,                0.47557,                0.83372,              0.0059311,              0.0059311,              0.0059311
                    413,                0.92932,                0.48897,                0.81791,                0.79193,                0.70598,                0.75992,                0.45316,                 0.9519,                0.47449,                0.83347,              0.0059212,              0.0059212,              0.0059212
                    414,                 0.9258,                0.48738,                 0.8192,                0.79314,                0.70823,                 0.7595,                0.45276,                0.95055,                0.47388,                0.83339,              0.0059113,              0.0059113,              0.0059113
                    415,                0.91906,                 0.4799,                0.81746,                0.79038,                 0.7049,                0.75567,                0.45325,                0.95074,                0.47421,                0.83337,              0.0059014,              0.0059014,              0.0059014
                    416,                0.91477,                0.48048,                0.81759,                0.79173,                0.71383,                0.76119,                0.45381,                0.95175,                0.47536,                0.83368,              0.0058915,              0.0058915,              0.0058915
                    417,                0.91778,                0.48101,                0.81944,                0.79066,                0.71845,                0.76029,                0.45185,                0.95295,                0.47465,                0.83397,              0.0058816,              0.0058816,              0.0058816
                    418,                0.91516,                0.48003,                0.81665,                0.79689,                0.71668,                0.75919,                 0.4544,                0.95124,                0.47348,                0.83389,              0.0058717,              0.0058717,              0.0058717
                    419,                0.92119,                0.48274,                0.81594,                0.79764,                0.71591,                0.76041,                0.45327,                0.95357,                0.47379,                0.83425,              0.0058618,              0.0058618,              0.0058618
                    420,                0.92511,                0.48408,                0.81927,                0.80032,                0.70935,                0.75857,                  0.455,                0.95362,                0.47419,                0.83429,              0.0058519,              0.0058519,              0.0058519
                    421,                 0.9138,                0.47865,                0.81461,                0.79699,                0.70557,                0.75436,                0.45434,                0.95318,                0.47417,                0.83425,               0.005842,               0.005842,               0.005842
                    422,                0.92845,                0.48588,                0.81948,                0.79239,                0.70302,                 0.7539,                0.45328,                0.95162,                0.47261,                0.83433,              0.0058321,              0.0058321,              0.0058321
                    423,                0.91864,                0.48268,                0.81852,                0.81185,                0.69178,                0.75593,                 0.4544,                0.95129,                0.47267,                0.83412,              0.0058222,              0.0058222,              0.0058222
                    424,                0.92105,                0.48384,                0.81742,                0.80749,                 0.6925,                0.75545,                0.45538,                0.94958,                0.47151,                0.83398,              0.0058123,              0.0058123,              0.0058123
                    425,                 0.9238,                0.48167,                0.81619,                0.80285,                0.69402,                0.75547,                 0.4563,                0.95087,                0.47377,                0.83407,              0.0058024,              0.0058024,              0.0058024
                    426,                0.92316,                0.48391,                0.81575,                0.79339,                 0.7084,                  0.758,                0.45692,                 0.9485,                0.47423,                0.83398,              0.0057925,              0.0057925,              0.0057925
                    427,                0.92779,                0.48839,                0.81834,                0.79532,                0.70544,                0.75786,                0.45449,                0.95042,                0.47424,                0.83404,              0.0057826,              0.0057826,              0.0057826
                    428,                0.93463,                0.48741,                0.81803,                 0.8115,                0.69953,                0.75803,                0.45569,                0.94926,                0.47403,                0.83398,              0.0057727,              0.0057727,              0.0057727
                    429,                  0.918,                  0.484,                 0.8175,                0.82373,                0.69011,                0.75784,                0.45723,                0.94726,                0.47303,                0.83379,              0.0057628,              0.0057628,              0.0057628
                    430,                0.90948,                0.48003,                0.81605,                0.82514,                0.68639,                0.75673,                 0.4571,                0.94662,                0.47214,                 0.8338,              0.0057529,              0.0057529,              0.0057529
                    431,                0.91267,                0.47737,                0.81485,                 0.8299,                0.68347,                0.75441,                0.45712,                0.94586,                0.47209,                0.83358,               0.005743,               0.005743,               0.005743
                    432,                0.92348,                0.48333,                0.81707,                0.83438,                0.69267,                0.75614,                 0.4597,                0.94445,                0.47173,                0.83339,              0.0057331,              0.0057331,              0.0057331
                    433,                0.91403,                0.48027,                0.81695,                0.83786,                 0.6904,                0.75896,                0.45869,                0.94431,                0.47175,                0.83364,              0.0057232,              0.0057232,              0.0057232
                    434,                0.91648,                0.48203,                0.81475,                 0.8222,                0.69894,                0.75826,                  0.457,                0.94638,                0.47157,                0.83372,              0.0057133,              0.0057133,              0.0057133
                    435,                0.91725,                0.48189,                0.81723,                 0.8084,                0.71091,                0.75842,                 0.4591,                0.94532,                0.47049,                0.83406,              0.0057034,              0.0057034,              0.0057034
                    436,                0.90598,                0.47804,                0.81435,                0.80551,                0.70473,                0.75377,                0.45816,                0.94621,                0.47125,                0.83427,              0.0056935,              0.0056935,              0.0056935
                    437,                0.91782,                0.48043,                0.81824,                0.80289,                0.70934,                0.75591,                0.45912,                0.94371,                0.47191,                0.83404,              0.0056836,              0.0056836,              0.0056836
                    438,                0.91118,                0.47836,                0.81804,                0.81123,                 0.7058,                0.75689,                0.46174,                0.94256,                0.47187,                0.83377,              0.0056737,              0.0056737,              0.0056737
                    439,                0.92693,                0.48685,                0.81898,                0.81104,                0.70827,                0.75737,                0.46186,                0.94101,                0.47075,                0.83343,              0.0056638,              0.0056638,              0.0056638
                    440,                 0.9011,                0.47513,                0.81516,                0.81319,                0.70415,                0.75985,                0.46228,                0.94137,                 0.4697,                0.83338,              0.0056539,              0.0056539,              0.0056539
                    441,                0.90887,                0.47779,                0.81513,                0.82027,                0.69965,                0.75967,                0.46135,                 0.9407,                0.47065,                0.83341,               0.005644,               0.005644,               0.005644
                    442,                0.91225,                0.47966,                0.81899,                0.82258,                0.69885,                0.76055,                0.46238,                0.94081,                0.47074,                0.83349,              0.0056341,              0.0056341,              0.0056341
                    443,                0.91286,                0.48023,                0.81469,                0.82959,                0.69428,                  0.762,                0.46229,                 0.9382,                0.46894,                 0.8332,              0.0056242,              0.0056242,              0.0056242
                    444,                0.90212,                0.47636,                0.81646,                0.83235,                0.69117,                0.75796,                0.46065,                0.93696,                0.46913,                0.83292,              0.0056143,              0.0056143,              0.0056143
                    445,                0.91404,                0.47889,                0.81616,                0.83312,                0.69188,                0.75393,                0.46145,                0.93636,                0.46881,                0.83289,              0.0056044,              0.0056044,              0.0056044
                    446,                0.91953,                0.48043,                 0.8159,                0.82707,                0.69761,                0.75415,                0.46113,                0.93459,                0.46778,                0.83279,              0.0055945,              0.0055945,              0.0055945
                    447,                0.89795,                0.47506,                0.81699,                0.83302,                0.69942,                0.75926,                0.46026,                0.93459,                0.46764,                0.83278,              0.0055846,              0.0055846,              0.0055846
                    448,                0.92926,                0.48409,                0.81749,                0.83035,                0.69864,                0.76108,                0.46096,                0.93564,                0.46806,                0.83261,              0.0055747,              0.0055747,              0.0055747
                    449,                0.91657,                0.47918,                0.81484,                0.82856,                  0.693,                0.76218,                0.46196,                0.93513,                 0.4679,                0.83265,              0.0055648,              0.0055648,              0.0055648
                    450,                0.90077,                0.47548,                0.81385,                0.82835,                0.69156,                 0.7617,                 0.4608,                0.93518,                 0.4675,                0.83266,              0.0055549,              0.0055549,              0.0055549
                    451,                0.90983,                0.47753,                0.81495,                0.82164,                 0.7011,                0.76091,                0.46006,                0.93505,                0.46759,                0.83258,               0.005545,               0.005545,               0.005545
                    452,                0.92579,                0.48498,                0.81893,                0.81827,                0.70612,                0.76181,                0.45988,                0.93391,                0.46706,                0.83255,              0.0055351,              0.0055351,              0.0055351
                    453,                0.89987,                0.47335,                  0.815,                0.81159,                0.70192,                0.75505,                0.46023,                0.93315,                0.46633,                0.83259,              0.0055252,              0.0055252,              0.0055252
                    454,                0.90972,                0.47804,                0.81534,                0.80803,                0.70131,                0.75784,                0.45927,                0.93337,                 0.4666,                 0.8327,              0.0055153,              0.0055153,              0.0055153
                    455,                0.90415,                0.47652,                0.81634,                0.83578,                0.69411,                0.75881,                0.46075,                0.93325,                0.46606,                0.83266,              0.0055054,              0.0055054,              0.0055054
                    456,                0.89944,                0.47399,                0.81834,                0.82788,                0.69378,                0.75814,                0.46021,                0.93471,                 0.4669,                0.83256,              0.0054955,              0.0054955,              0.0054955
                    457,                0.91207,                0.47881,                0.81681,                0.83138,                0.68823,                0.75869,                0.46081,                0.93487,                0.46648,                0.83266,              0.0054856,              0.0054856,              0.0054856
                    458,                 0.9015,                0.47352,                0.81644,                0.82562,                0.69252,                0.75775,                0.46142,                0.93441,                0.46646,                0.83256,              0.0054757,              0.0054757,              0.0054757
                    459,                0.90155,                0.47539,                0.81455,                0.82701,                0.68906,                0.75818,                0.46087,                0.93576,                0.46659,                0.83247,              0.0054658,              0.0054658,              0.0054658
                    460,                0.91314,                0.47841,                0.81509,                0.82669,                0.69537,                0.75817,                0.46169,                0.93371,                0.46604,                0.83234,              0.0054559,              0.0054559,              0.0054559
                    461,                0.90696,                0.47742,                0.81262,                0.82094,                0.69624,                0.75873,                0.46078,                 0.9328,                0.46557,                0.83207,               0.005446,               0.005446,               0.005446
                    462,                0.90673,                0.47544,                0.81459,                0.81784,                0.69949,                0.76139,                0.46144,                0.93298,                0.46604,                0.83203,              0.0054361,              0.0054361,              0.0054361
                    463,                0.90429,                0.47562,                0.81667,                0.82506,                0.69881,                0.76273,                0.46151,                0.93388,                 0.4662,                0.83197,              0.0054262,              0.0054262,              0.0054262
                    464,                0.90285,                0.47483,                0.81571,                0.82429,                0.70185,                0.76143,                0.46096,                0.93235,                0.46573,                0.83187,              0.0054163,              0.0054163,              0.0054163
                    465,                0.91683,                0.48121,                0.81315,                0.82613,                0.70585,                0.76106,                0.46185,                0.93132,                0.46583,                0.83151,              0.0054064,              0.0054064,              0.0054064
                    466,                0.90746,                0.47755,                0.81348,                0.81855,                 0.7052,                0.76106,                0.46173,                0.93174,                0.46634,                0.83156,              0.0053965,              0.0053965,              0.0053965
                    467,                0.90643,                0.47436,                0.81426,                0.82406,                0.69906,                0.75908,                0.46327,                0.93191,                0.46576,                0.83146,              0.0053866,              0.0053866,              0.0053866
                    468,                0.90357,                0.47279,                0.81526,                0.83507,                0.69513,                0.76101,                0.46292,                0.93178,                0.46578,                0.83119,              0.0053767,              0.0053767,              0.0053767
                    469,                 0.8985,                0.47069,                0.81408,                0.82828,                0.69715,                0.75943,                0.46411,                0.93185,                0.46532,                0.83106,              0.0053668,              0.0053668,              0.0053668
                    470,                0.90787,                0.47609,                0.81566,                0.82939,                0.69698,                0.76141,                0.46542,                0.93009,                0.46571,                0.83104,              0.0053569,              0.0053569,              0.0053569
                    471,                0.91416,                0.47959,                0.81768,                0.83409,                0.69469,                0.75966,                0.46492,                0.92955,                0.46594,                  0.831,               0.005347,               0.005347,               0.005347
                    472,                0.89326,                0.47123,                0.81225,                0.83582,                0.68877,                0.75645,                0.46437,                0.93024,                0.46602,                0.83098,              0.0053371,              0.0053371,              0.0053371
                    473,                0.90441,                0.47298,                0.81438,                0.84149,                0.68667,                0.75688,                0.46377,                 0.9303,                0.46528,                  0.831,              0.0053272,              0.0053272,              0.0053272
                    474,                0.90068,                0.47234,                0.81352,                0.84015,                0.68743,                0.75654,                0.46411,                0.92958,                0.46431,                0.83103,              0.0053173,              0.0053173,              0.0053173
                    475,                0.89269,                0.46822,                0.81393,                0.84685,                0.68638,                0.75658,                0.46302,                0.92999,                0.46535,                0.83136,              0.0053074,              0.0053074,              0.0053074
                    476,                0.89627,                0.47231,                0.81405,                0.84891,                0.68618,                0.75873,                0.46369,                0.93133,                0.46491,                0.83142,              0.0052975,              0.0052975,              0.0052975
                    477,                0.91238,                0.47422,                 0.8158,                0.85108,                0.68652,                0.75897,                0.46568,                0.93041,                0.46541,                0.83118,              0.0052876,              0.0052876,              0.0052876
                    478,                 0.9087,                0.47951,                0.81632,                0.83791,                0.69812,                0.76194,                 0.4665,                0.93116,                0.46526,                0.83116,              0.0052777,              0.0052777,              0.0052777
                    479,                0.89973,                0.47153,                0.81435,                0.82851,                0.70109,                0.76212,                0.46724,                0.92974,                0.46451,                0.83106,              0.0052678,              0.0052678,              0.0052678
                    480,                  0.897,                0.47231,                0.81416,                 0.8128,                0.70471,                 0.7609,                0.46773,                 0.9289,                0.46422,                0.83109,              0.0052579,              0.0052579,              0.0052579
                    481,                0.90429,                0.47061,                0.81301,                 0.8191,                0.70896,                0.76222,                0.46827,                0.92915,                0.46473,                0.83128,               0.005248,               0.005248,               0.005248
                    482,                0.88347,                0.46437,                0.81217,                0.83154,                0.70321,                0.76374,                0.46752,                  0.929,                0.46519,                0.83123,              0.0052381,              0.0052381,              0.0052381
                    483,                0.90385,                0.47239,                0.81461,                0.82071,                 0.7081,                0.75964,                0.46672,                0.92853,                0.46543,                0.83122,              0.0052282,              0.0052282,              0.0052282
                    484,                0.88626,                0.46887,                0.81515,                0.82066,                0.70054,                0.75996,                0.46729,                0.92959,                0.46577,                 0.8312,              0.0052183,              0.0052183,              0.0052183
                    485,                0.89366,                0.47089,                0.81103,                0.81753,                0.70507,                0.76043,                0.46732,                0.93021,                0.46559,                0.83113,              0.0052084,              0.0052084,              0.0052084
                    486,                0.89373,                0.46811,                0.81624,                 0.8232,                0.70276,                0.76121,                0.46633,                0.92964,                0.46512,                0.83112,              0.0051985,              0.0051985,              0.0051985
                    487,                0.90115,                0.47246,                0.81419,                0.84026,                0.68025,                0.76054,                0.46817,                0.92856,                0.46451,                0.83109,              0.0051886,              0.0051886,              0.0051886
                    488,                0.90417,                0.47295,                0.81798,                 0.8411,                0.68044,                0.75931,                0.46813,                0.92902,                0.46447,                0.83104,              0.0051787,              0.0051787,              0.0051787
                    489,                0.89205,                0.46893,                0.81417,                0.83429,                0.68609,                0.75988,                0.46857,                0.92736,                0.46433,                0.83107,              0.0051688,              0.0051688,              0.0051688
                    490,                 0.8847,                0.46656,                0.81162,                 0.8299,                0.68702,                0.75951,                0.46668,                0.92808,                0.46386,                0.83124,              0.0051589,              0.0051589,              0.0051589
                    491,                0.88751,                0.46667,                0.81168,                 0.8416,                0.68787,                 0.7611,                0.46811,                0.92724,                0.46294,                0.83139,               0.005149,               0.005149,               0.005149
                    492,                0.89616,                0.46988,                0.81193,                0.84226,                0.69281,                0.76371,                 0.4687,                0.92726,                0.46253,                 0.8313,              0.0051391,              0.0051391,              0.0051391
                    493,                0.88983,                0.47096,                0.81471,                 0.8443,                0.69351,                0.76882,                0.47018,                0.92642,                0.46201,                 0.8312,              0.0051292,              0.0051292,              0.0051292
                    494,                0.88353,                 0.4665,                0.81351,                0.81592,                0.71409,                0.76944,                0.47012,                0.92639,                 0.4614,                0.83112,              0.0051193,              0.0051193,              0.0051193
                    495,                0.89702,                0.47251,                 0.8161,                0.83406,                0.70899,                0.77359,                0.47078,                0.92539,                0.46135,                0.83114,              0.0051094,              0.0051094,              0.0051094
                    496,                0.89301,                0.46935,                0.81479,                0.83652,                0.70602,                0.77378,                0.47103,                0.92502,                0.46109,                0.83123,              0.0050995,              0.0050995,              0.0050995
                    497,                0.89881,                0.47186,                0.81127,                0.83338,                0.70478,                0.77046,                 0.4725,                0.92389,                0.46067,                0.83113,              0.0050896,              0.0050896,              0.0050896
                    498,                0.88275,                 0.4666,                0.81178,                0.83306,                0.70501,                0.76984,                0.47123,                0.92447,                0.45981,                0.83114,              0.0050797,              0.0050797,              0.0050797
                    499,                0.88289,                0.46734,                0.81369,                0.82829,                0.70756,                0.77032,                0.47284,                0.92414,                0.46024,                0.83103,              0.0050698,              0.0050698,              0.0050698
                    500,                0.88657,                0.46517,                0.81171,                 0.8294,                0.71024,                0.77159,                0.47178,                0.92359,                0.46045,                 0.8309,              0.0050599,              0.0050599,              0.0050599
                    501,                0.90153,                0.47559,                0.81636,                0.83881,                0.71205,                0.77289,                0.47292,                0.92308,                0.45947,                0.83087,                0.00505,                0.00505,                0.00505
                    502,                0.88663,                0.46526,                0.81279,                0.83512,                0.71699,                0.77254,                0.47437,                0.92289,                0.45877,                0.83086,              0.0050401,              0.0050401,              0.0050401
                    503,                0.88779,                0.46497,                0.81436,                0.82852,                0.72421,                0.77656,                0.47668,                 0.9229,                0.45861,                0.83099,              0.0050302,              0.0050302,              0.0050302
                    504,                0.89278,                0.46863,                0.81423,                0.83078,                0.72464,                0.77605,                0.47472,                0.92375,                0.45877,                0.83112,              0.0050203,              0.0050203,              0.0050203
                    505,                 0.8879,                 0.4663,                0.81174,                0.84355,                0.71807,                0.77536,                0.47574,                0.92347,                0.45886,                0.83106,              0.0050104,              0.0050104,              0.0050104
                    506,                 0.8865,                0.46673,                0.81237,                0.84971,                0.71668,                0.77635,                  0.476,                0.92279,                0.45851,                0.83096,              0.0050005,              0.0050005,              0.0050005
                    507,                0.88384,                0.46616,                0.81548,                0.84912,                0.71195,                0.77788,                0.47756,                0.92387,                0.45864,                0.83098,              0.0049906,              0.0049906,              0.0049906
                    508,                0.88126,                0.46214,                 0.8147,                0.85039,                0.71425,                0.77772,                0.47801,                0.92312,                0.45863,                0.83089,              0.0049807,              0.0049807,              0.0049807
                    509,                0.89093,                0.46872,                0.81264,                0.85171,                0.71239,                0.77863,                0.47731,                0.92215,                0.45859,                 0.8307,              0.0049708,              0.0049708,              0.0049708
                    510,                0.88171,                0.46342,                0.81427,                0.82955,                 0.7219,                0.77789,                0.47816,                0.92122,                0.45816,                0.83035,              0.0049609,              0.0049609,              0.0049609
                    511,                0.88595,                0.46759,                0.81315,                0.83119,                0.71918,                0.77822,                0.47854,                0.92196,                0.45864,                0.83046,               0.004951,               0.004951,               0.004951
                    512,                 0.8895,                 0.4677,                 0.8128,                0.83193,                0.71822,                0.77484,                0.47658,                 0.9225,                0.45861,                0.83049,              0.0049411,              0.0049411,              0.0049411
                    513,                0.87721,                0.46214,                0.81436,                0.83492,                0.72461,                0.77432,                0.47713,                0.92211,                0.45833,                0.83045,              0.0049312,              0.0049312,              0.0049312
                    514,                 0.8909,                0.46855,                0.81506,                0.82399,                0.72755,                0.77426,                0.47606,                0.92132,                0.45838,                0.83034,              0.0049213,              0.0049213,              0.0049213
                    515,                0.88527,                 0.4652,                 0.8141,                0.82236,                 0.7273,                0.77379,                0.47626,                 0.9216,                0.45802,                0.83042,              0.0049114,              0.0049114,              0.0049114
                    516,                0.88216,                0.46358,                0.81149,                0.82833,                0.72593,                0.77359,                0.47557,                 0.9219,                 0.4582,                0.83046,              0.0049015,              0.0049015,              0.0049015
                    517,                0.89976,                0.47258,                0.81329,                0.82565,                0.72201,                0.77273,                0.47495,                0.92133,                0.45821,                0.83036,              0.0048916,              0.0048916,              0.0048916
                    518,                0.87051,                0.45524,                0.81133,                0.82141,                0.72303,                 0.7757,                0.47652,                0.92103,                0.45774,                0.83051,              0.0048817,              0.0048817,              0.0048817
                    519,                0.89364,                 0.4694,                0.81123,                0.82072,                0.72529,                0.77744,                0.47691,                0.92084,                0.45848,                0.83046,              0.0048718,              0.0048718,              0.0048718
                    520,                0.88254,                0.46269,                0.81422,                0.81349,                0.72605,                 0.7723,                0.47532,                0.92107,                0.45853,                0.83058,              0.0048619,              0.0048619,              0.0048619
                    521,                0.89083,                0.46612,                0.81329,                0.81585,                  0.725,                0.77193,                0.47586,                  0.922,                0.45869,                0.83069,               0.004852,               0.004852,               0.004852
                    522,                0.87887,                0.46184,                0.81342,                0.81686,                0.72525,                0.77196,                  0.475,                0.92236,                 0.4584,                0.83069,              0.0048421,              0.0048421,              0.0048421
                    523,                0.88464,                0.46201,                0.81379,                0.81611,                0.72965,                0.77081,                0.47376,                0.92258,                0.45846,                0.83084,              0.0048322,              0.0048322,              0.0048322
                    524,                0.86316,                0.45577,                0.81297,                0.81668,                0.72708,                0.77101,                0.47464,                 0.9224,                0.45825,                0.83083,              0.0048223,              0.0048223,              0.0048223
                    525,                0.88759,                0.46493,                0.81303,                0.82092,                0.72213,                0.76931,                0.47395,                0.92231,                0.45817,                0.83072,              0.0048124,              0.0048124,              0.0048124
                    526,                0.87794,                0.46125,                0.81584,                0.81797,                0.72414,                0.77117,                0.47555,                0.92159,                0.45798,                0.83065,              0.0048025,              0.0048025,              0.0048025
