                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    145,                 1.1187,                0.58788,                0.83943,                0.76195,                0.59631,                0.64908,                0.35679,                 1.1394,                0.58294,                0.85743,              0.0085744,              0.0085744,              0.0085744
                    146,                 1.1277,                0.59317,                0.84431,                0.75148,                0.61066,                0.64803,                0.35355,                 1.1362,                0.58635,                0.85806,              0.0085645,              0.0085645,              0.0085645
                    147,                  1.115,                0.58728,                0.84519,                0.75354,                0.58103,                0.63023,                0.34676,                 1.1508,                0.59336,                0.86039,              0.0085546,              0.0085546,              0.0085546
                    148,                 1.1109,                0.58545,                0.84339,                0.78857,                0.56848,                0.63857,                0.34814,                 1.1455,                0.58746,                0.85946,              0.0085447,              0.0085447,              0.0085447
                    149,                 1.1125,                0.58632,                0.84713,                0.78013,                0.58255,                0.64281,                0.35324,                 1.1283,                0.57244,                 0.8587,              0.0085348,              0.0085348,              0.0085348
                    150,                 1.1214,                0.58817,                0.84435,                0.73892,                0.61261,                0.65647,                0.35837,                 1.1301,                0.57718,                0.85862,              0.0085249,              0.0085249,              0.0085249
                    151,                 1.1112,                0.58154,                0.84145,                0.78416,                0.57662,                 0.6461,                0.35776,                 1.1224,                0.57612,                 0.8585,               0.008515,               0.008515,               0.008515
                    152,                 1.1047,                0.58209,                 0.8421,                0.76242,                0.58871,                0.65606,                0.36397,                 1.1191,                0.57879,                0.85518,              0.0085051,              0.0085051,              0.0085051
                    153,                 1.1122,                0.58452,                0.84612,                0.73521,                0.58098,                0.64776,                0.36077,                 1.1102,                 0.5774,                0.85554,              0.0084952,              0.0084952,              0.0084952
                    154,                 1.1119,                0.58086,                0.84255,                0.74266,                 0.5777,                0.64184,                0.35668,                 1.1333,                0.58457,                0.86081,              0.0084853,              0.0084853,              0.0084853
                    155,                 1.1042,                0.58313,                0.84247,                0.76318,                0.59363,                0.65782,                0.36572,                 1.1241,                0.57176,                0.85735,              0.0084754,              0.0084754,              0.0084754
                    156,                 1.1112,                 0.5882,                0.84292,                0.75964,                0.59091,                0.65023,                0.36137,                 1.1208,                0.57333,                0.85512,              0.0084655,              0.0084655,              0.0084655
                    157,                  1.124,                0.58779,                0.84387,                0.72486,                0.57758,                0.63294,                0.34501,                 1.1284,                0.58331,                0.85741,              0.0084556,              0.0084556,              0.0084556
                    158,                 1.1008,                0.57859,                0.84258,                0.79981,                0.56127,                0.65224,                0.35698,                   1.12,                0.57259,                0.85596,              0.0084457,              0.0084457,              0.0084457
                    159,                 1.1236,                0.59069,                0.84565,                0.76714,                0.59227,                0.65352,                0.36404,                 1.1208,                0.57788,                  0.857,              0.0084358,              0.0084358,              0.0084358
                    160,                 1.1137,                0.58051,                0.84422,                0.78277,                0.56602,                0.64737,                0.35866,                 1.1185,                0.57382,                0.85686,              0.0084259,              0.0084259,              0.0084259
                    161,                  1.099,                0.57951,                0.84173,                0.75941,                 0.5756,                0.64476,                0.35801,                 1.1319,                0.58275,                0.85865,               0.008416,               0.008416,               0.008416
                    162,                 1.0937,                0.58058,                0.84098,                0.73976,                 0.6033,                0.65192,                0.36031,                  1.124,                0.57838,                0.85513,              0.0084061,              0.0084061,              0.0084061
                    163,                 1.0919,                0.57192,                0.84027,                0.75899,                0.58899,                0.65421,                0.36542,                 1.1025,                0.56721,                0.85551,              0.0083962,              0.0083962,              0.0083962
                    164,                 1.0929,                0.57382,                0.83896,                0.77667,                0.56499,                0.65507,                0.36363,                 1.1376,                0.57869,                0.85653,              0.0083863,              0.0083863,              0.0083863
                    165,                 1.1012,                0.57921,                0.84009,                 0.7723,                0.59549,                0.66767,                0.36464,                 1.1141,                0.57034,                0.85564,              0.0083764,              0.0083764,              0.0083764
                    166,                 1.0964,                0.57724,                0.84265,                0.76238,                0.60747,                0.66462,                0.37633,                 1.1148,                0.57063,                0.85487,              0.0083665,              0.0083665,              0.0083665
                    167,                 1.0996,                0.57576,                0.83955,                0.78112,                0.60614,                0.66127,                0.37063,                 1.1002,                0.56737,                0.85293,              0.0083566,              0.0083566,              0.0083566
                    168,                 1.0928,                 0.5732,                0.83764,                0.76939,                0.60475,                0.65238,                0.36685,                 1.1126,                0.57874,                0.85587,              0.0083467,              0.0083467,              0.0083467
                    169,                 1.1054,                0.57932,                0.84031,                0.71772,                0.62891,                0.66256,                0.37472,                 1.0947,                0.56258,                0.85298,              0.0083368,              0.0083368,              0.0083368
                    170,                 1.0883,                0.57342,                0.84075,                0.73333,                0.60689,                0.66548,                0.37314,                 1.0954,                0.56611,                0.85461,              0.0083269,              0.0083269,              0.0083269
                    171,                 1.0893,                0.56987,                0.83853,                0.79021,                0.59187,                0.65915,                0.37227,                 1.0999,                0.56554,                 0.8513,               0.008317,               0.008317,               0.008317
                    172,                 1.0867,                0.56925,                0.84267,                0.74928,                0.60949,                0.66755,                0.37718,                 1.1033,                0.56511,                0.85408,              0.0083071,              0.0083071,              0.0083071
                    173,                  1.077,                0.56384,                0.83629,                0.77537,                0.58084,                0.66525,                0.37659,                 1.1028,                0.56102,                0.85121,              0.0082972,              0.0082972,              0.0082972
                    174,                 1.0872,                 0.5711,                 0.8392,                0.74522,                0.61187,                0.66799,                0.37267,                 1.1221,                0.57184,                0.85573,              0.0082873,              0.0082873,              0.0082873
                    175,                 1.0895,                0.57469,                0.84256,                0.72596,                0.61458,                0.65816,                0.37174,                 1.1098,                0.57075,                0.85548,              0.0082774,              0.0082774,              0.0082774
                    176,                  1.073,                0.56468,                0.83843,                0.77052,                0.59835,                0.65903,                0.37297,                 1.1118,                0.56859,                0.85528,              0.0082675,              0.0082675,              0.0082675
                    177,                 1.0966,                0.57348,                0.84045,                0.73907,                0.60608,                0.65754,                0.37124,                 1.1032,                 0.5632,                0.85582,              0.0082576,              0.0082576,              0.0082576
                    178,                 1.0764,                0.56609,                0.84042,                0.76541,                0.57659,                0.64285,                0.36429,                 1.1087,                0.56877,                0.85554,              0.0082477,              0.0082477,              0.0082477
                    179,                 1.0798,                 0.5659,                 0.8376,                0.79876,                0.58735,                0.67224,                0.37895,                 1.0856,                0.55668,                0.85223,              0.0082378,              0.0082378,              0.0082378
                    180,                 1.0803,                0.56639,                0.83759,                0.77767,                0.58673,                0.67357,                0.37806,                 1.0878,                0.55387,                0.85243,              0.0082279,              0.0082279,              0.0082279
                    181,                 1.0826,                0.56296,                0.84079,                0.77012,                0.60149,                0.66984,                0.37997,                  1.086,                0.55257,                0.85175,               0.008218,               0.008218,               0.008218
                    182,                  1.079,                0.56507,                0.83527,                0.77051,                0.59974,                0.66239,                0.37849,                 1.1066,                0.55933,                 0.8535,              0.0082081,              0.0082081,              0.0082081
                    183,                 1.0819,                0.56812,                 0.8433,                0.76727,                 0.5934,                0.65544,                0.37335,                 1.1115,                0.56437,                0.85368,              0.0081982,              0.0081982,              0.0081982
                    184,                 1.0758,                0.56338,                0.83701,                 0.7667,                0.59687,                 0.6635,                0.37416,                 1.0959,                0.55653,                0.85373,              0.0081883,              0.0081883,              0.0081883
                    185,                 1.0767,                0.56683,                0.83941,                 0.7591,                0.59928,                0.66492,                0.37516,                 1.0933,                0.56125,                0.85211,              0.0081784,              0.0081784,              0.0081784
                    186,                 1.0842,                0.56647,                0.83575,                0.78879,                0.58933,                0.66836,                0.37569,                 1.0938,                0.55569,                0.85389,              0.0081685,              0.0081685,              0.0081685
                    187,                 1.0689,                0.56058,                0.83672,                0.77558,                0.61854,                0.67635,                0.37761,                 1.0826,                0.55705,                0.85189,              0.0081586,              0.0081586,              0.0081586
                    188,                 1.0907,                0.57066,                0.83941,                 0.7626,                0.62255,                0.68046,                0.38255,                   1.09,                0.55787,                0.85297,              0.0081487,              0.0081487,              0.0081487
                    189,                  1.056,                0.55476,                0.83401,                0.76671,                0.61264,                0.66962,                0.37422,                 1.0922,                0.55665,                0.85293,              0.0081388,              0.0081388,              0.0081388
                    190,                 1.0797,                0.56756,                0.84012,                0.75897,                 0.6114,                0.67093,                0.37795,                 1.0935,                0.55307,                0.85394,              0.0081289,              0.0081289,              0.0081289
                    191,                 1.0679,                0.55763,                0.83659,                0.76995,                0.61447,                0.67357,                0.37922,                 1.0713,                0.54592,                0.85226,               0.008119,               0.008119,               0.008119
                    192,                 1.0742,                0.56437,                0.83822,                0.75729,                0.61787,                0.67073,                0.37123,                 1.0848,                0.55896,                0.85251,              0.0081091,              0.0081091,              0.0081091
                    193,                 1.0697,                0.56078,                0.83596,                0.79541,                0.60505,                0.67413,                0.38097,                 1.0851,                0.55265,                0.85268,              0.0080992,              0.0080992,              0.0080992
                    194,                 1.0676,                 0.5605,                0.83886,                0.76655,                0.62006,                0.67789,                0.38753,                  1.074,                0.54737,                0.85052,              0.0080893,              0.0080893,              0.0080893
                    195,                 1.0593,                0.55572,                0.83697,                0.79132,                0.60388,                0.68338,                0.38341,                 1.0763,                0.55052,                0.85144,              0.0080794,              0.0080794,              0.0080794
                    196,                 1.0614,                0.55694,                 0.8386,                0.75307,                0.61955,                0.67916,                0.38259,                  1.082,                0.55466,                0.85134,              0.0080695,              0.0080695,              0.0080695
                    197,                 1.0751,                0.55854,                0.83736,                0.78224,                0.59897,                0.67583,                 0.3844,                 1.0731,                0.54938,                0.85029,              0.0080596,              0.0080596,              0.0080596
                    198,                 1.0554,                0.55346,                0.83329,                0.74512,                0.62088,                0.67297,                0.38027,                 1.0779,                0.54644,                0.84976,              0.0080497,              0.0080497,              0.0080497
                    199,                 1.0662,                0.56003,                0.83525,                0.78091,                0.60429,                0.67718,                0.38597,                 1.0745,                 0.5471,                0.84915,              0.0080398,              0.0080398,              0.0080398
                    200,                 1.0579,                0.55565,                0.83344,                0.75955,                0.61288,                0.67953,                0.38335,                  1.075,                0.54845,                0.85083,              0.0080299,              0.0080299,              0.0080299
                    201,                 1.0599,                 0.5548,                0.83531,                0.75739,                0.61877,                0.67733,                0.38143,                 1.0743,                0.54813,                0.85057,                0.00802,                0.00802,                0.00802
                    202,                 1.0576,                0.55617,                0.83331,                0.79464,                0.61992,                0.68072,                0.38673,                 1.0795,                0.54298,                0.85122,              0.0080101,              0.0080101,              0.0080101
                    203,                 1.0611,                0.55995,                0.83643,                  0.748,                0.61791,                0.66835,                0.38172,                 1.0745,                0.54326,                0.85061,              0.0080002,              0.0080002,              0.0080002
                    204,                  1.059,                0.55352,                0.83748,                 0.7544,                0.61557,                0.67701,                0.37993,                 1.0652,                0.54467,                 0.8498,              0.0079903,              0.0079903,              0.0079903
                    205,                 1.0606,                0.55598,                0.83547,                0.76742,                0.60037,                0.66807,                0.38143,                 1.0686,                0.54797,                0.85118,              0.0079804,              0.0079804,              0.0079804
                    206,                 1.0625,                0.55828,                0.83478,                0.74705,                0.63906,                0.68149,                0.38891,                 1.0634,                0.54526,                0.84949,              0.0079705,              0.0079705,              0.0079705
                    207,                 1.0577,                 0.5535,                0.83663,                0.78462,                0.59075,                0.67074,                0.37679,                 1.0626,                0.54415,                0.84833,              0.0079606,              0.0079606,              0.0079606
                    208,                 1.0554,                0.55185,                 0.8372,                0.79868,                0.60356,                0.67726,                0.38546,                 1.0581,                0.53923,                0.84925,              0.0079507,              0.0079507,              0.0079507
                    209,                 1.0573,                0.55408,                0.83616,                0.77056,                0.61227,                0.67395,                0.38597,                 1.0687,                0.54662,                0.84944,              0.0079408,              0.0079408,              0.0079408
                    210,                 1.0544,                0.55069,                0.83336,                 0.8051,                0.60774,                0.68297,                0.38839,                 1.0637,                0.54541,                0.85087,              0.0079309,              0.0079309,              0.0079309
                    211,                 1.0474,                0.55132,                0.83284,                0.78223,                0.61691,                0.68372,                0.39244,                 1.0588,                0.54225,                 0.8496,               0.007921,               0.007921,               0.007921
                    212,                  1.043,                0.54748,                0.83168,                 0.7766,                0.61762,                0.68312,                0.38632,                 1.0566,                0.54196,                0.84854,              0.0079111,              0.0079111,              0.0079111
                    213,                 1.0599,                0.55299,                0.83273,                0.75486,                0.61549,                0.66639,                0.37627,                  1.064,                0.54201,                  0.851,              0.0079012,              0.0079012,              0.0079012
                    214,                 1.0649,                0.55456,                0.83522,                0.76524,                0.61388,                0.68071,                0.38589,                  1.055,                0.54092,                 0.8489,              0.0078913,              0.0078913,              0.0078913
                    215,                  1.034,                0.54261,                0.83448,                0.77327,                0.61616,                0.68346,                0.38334,                 1.0582,                0.54177,                0.85008,              0.0078814,              0.0078814,              0.0078814
                    216,                 1.0547,                0.55266,                0.83472,                0.79712,                0.62086,                0.69175,                 0.3871,                 1.0526,                0.53925,                0.84851,              0.0078715,              0.0078715,              0.0078715
                    217,                 1.0625,                0.55014,                0.83376,                0.77473,                0.62146,                0.68577,                0.39314,                 1.0574,                0.54066,                0.84899,              0.0078616,              0.0078616,              0.0078616
                    218,                 1.0488,                0.54801,                 0.8309,                0.75631,                0.62912,                0.67915,                0.39061,                  1.062,                 0.5439,                0.84937,              0.0078517,              0.0078517,              0.0078517
                    219,                 1.0624,                 0.5545,                0.83342,                0.78815,                0.60758,                0.67636,                0.38853,                 1.0567,                0.53904,                0.84967,              0.0078418,              0.0078418,              0.0078418
                    220,                 1.0485,                0.55364,                0.83389,                0.78831,                0.61327,                0.67899,                0.38448,                 1.0527,                0.53941,                0.84825,              0.0078319,              0.0078319,              0.0078319
                    221,                 1.0462,                0.54628,                0.82977,                0.77585,                  0.624,                 0.6825,                0.39432,                 1.0374,                0.53563,                0.84638,               0.007822,               0.007822,               0.007822
                    222,                 1.0355,                0.54491,                0.83194,                0.76606,                0.60551,                   0.68,                0.39371,                 1.0431,                0.53636,                0.84755,              0.0078121,              0.0078121,              0.0078121
                    223,                 1.0427,                0.54509,                0.83262,                0.78811,                 0.6301,                0.68682,                0.39517,                 1.0503,                0.53887,                0.84859,              0.0078022,              0.0078022,              0.0078022
                    224,                 1.0471,                0.54574,                0.83342,                 0.7885,                0.61539,                 0.6911,                0.39715,                 1.0514,                0.53749,                0.84736,              0.0077923,              0.0077923,              0.0077923
                    225,                 1.0226,                 0.5396,                0.83074,                0.75611,                0.61857,                0.67913,                0.39483,                 1.0445,                0.53532,                0.84597,              0.0077824,              0.0077824,              0.0077824
                    226,                   1.05,                0.55291,                0.83584,                 0.7818,                0.62973,                0.69013,                0.39941,                 1.0444,                0.53288,                0.84581,              0.0077725,              0.0077725,              0.0077725
                    227,                 1.0442,                0.54202,                0.83267,                0.75609,                0.63023,                0.68476,                0.39474,                 1.0508,                0.53458,                0.84691,              0.0077626,              0.0077626,              0.0077626
                    228,                 1.0425,                0.54785,                0.83284,                0.77057,                0.62046,                0.68975,                0.39469,                 1.0481,                0.53786,                0.84645,              0.0077527,              0.0077527,              0.0077527
                    229,                 1.0282,                0.54015,                0.83293,                0.77429,                0.62424,                0.68294,                0.39335,                 1.0492,                0.53836,                0.84792,              0.0077428,              0.0077428,              0.0077428
                    230,                 1.0303,                0.54078,                 0.8292,                0.78336,                0.61083,                0.68261,                0.39541,                 1.0456,                0.53516,                0.84633,              0.0077329,              0.0077329,              0.0077329
                    231,                 1.0559,                0.55118,                0.83169,                0.75894,                0.64324,                0.68797,                0.39492,                 1.0388,                0.53048,                0.84512,               0.007723,               0.007723,               0.007723
                    232,                 1.0365,                0.54181,                0.83385,                0.75837,                0.63051,                0.68002,                0.39637,                 1.0453,                0.53156,                0.84576,              0.0077131,              0.0077131,              0.0077131
                    233,                 1.0248,                0.54103,                0.83257,                0.75432,                0.62969,                0.69212,                0.39859,                 1.0433,                0.53122,                0.84675,              0.0077032,              0.0077032,              0.0077032
                    234,                 1.0378,                0.54369,                0.83225,                0.75797,                0.63893,                0.69222,                0.39848,                 1.0374,                0.52762,                0.84665,              0.0076933,              0.0076933,              0.0076933
                    235,                 1.0419,                0.54248,                  0.833,                0.77782,                0.62011,                0.68906,                0.39448,                  1.044,                0.52812,                0.84733,              0.0076834,              0.0076834,              0.0076834
                    236,                 1.0284,                0.53451,                0.83139,                0.77353,                0.62814,                 0.6866,                 0.3966,                 1.0481,                0.53132,                0.84657,              0.0076735,              0.0076735,              0.0076735
                    237,                 1.0203,                0.53468,                0.83002,                 0.7688,                0.61674,                0.68708,                0.39253,                 1.0514,                 0.5347,                0.84864,              0.0076636,              0.0076636,              0.0076636
                    238,                 1.0178,                0.53303,                0.83016,                0.78626,                0.62705,                0.69725,                0.40172,                 1.0495,                0.52965,                 0.8476,              0.0076537,              0.0076537,              0.0076537
                    239,                 1.0184,                0.53522,                0.83042,                0.76465,                0.62307,                0.68725,                0.39933,                  1.045,                0.52944,                0.84686,              0.0076438,              0.0076438,              0.0076438
                    240,                 1.0162,                0.53363,                0.82804,                0.77422,                 0.6313,                0.69719,                0.40424,                 1.0331,                0.52727,                0.84464,              0.0076339,              0.0076339,              0.0076339
                    241,                 1.0287,                0.54238,                0.82929,                0.78189,                0.62915,                 0.6847,                0.39721,                  1.034,                 0.5282,                 0.8449,               0.007624,               0.007624,               0.007624
                    242,                 1.0221,                0.53737,                0.83371,                0.78174,                0.62454,                0.69096,                0.40096,                 1.0306,                0.52751,                0.84429,              0.0076141,              0.0076141,              0.0076141
                    243,                 1.0306,                0.54057,                0.83095,                0.80121,                0.62208,                0.69108,                0.39994,                 1.0351,                0.52998,                0.84483,              0.0076042,              0.0076042,              0.0076042
                    244,                 1.0211,                0.53424,                0.83013,                0.77962,                0.63198,                 0.6926,                0.40425,                  1.029,                0.52636,                0.84509,              0.0075943,              0.0075943,              0.0075943
                    245,                 1.0173,                0.53538,                 0.8288,                0.78139,                0.63465,                0.69212,                0.40294,                  1.037,                0.52815,                0.84725,              0.0075844,              0.0075844,              0.0075844
                    246,                 1.0157,                0.53415,                0.82779,                0.77123,                 0.6337,                 0.6947,                0.40445,                 1.0253,                0.52482,                0.84448,              0.0075745,              0.0075745,              0.0075745
                    247,                 1.0224,                0.53635,                0.83112,                0.77098,                0.64368,                0.69527,                 0.4032,                 1.0191,                0.52187,                0.84362,              0.0075646,              0.0075646,              0.0075646
                    248,                 1.0252,                0.53452,                0.83177,                0.73156,                0.64424,                0.68812,                0.39911,                 1.0231,                0.52313,                0.84497,              0.0075547,              0.0075547,              0.0075547
                    249,                 1.0152,                0.53225,                0.83006,                0.75441,                0.65443,                0.70148,                0.40315,                 1.0245,                 0.5225,                0.84448,              0.0075448,              0.0075448,              0.0075448
                    250,                  1.014,                0.52953,                0.83218,                0.79553,                0.63145,                0.70013,                0.40361,                 1.0334,                0.52054,                0.84519,              0.0075349,              0.0075349,              0.0075349
                    251,                 1.0186,                0.53563,                0.82989,                0.77357,                0.62763,                0.70326,                0.40465,                 1.0373,                0.52547,                 0.8448,               0.007525,               0.007525,               0.007525
                    252,                 1.0157,                0.53177,                0.82764,                0.74831,                0.64479,                0.70252,                0.40545,                 1.0409,                0.52207,                0.84477,              0.0075151,              0.0075151,              0.0075151
                    253,                 1.0186,                0.53061,                0.82713,                0.77612,                0.64591,                0.70238,                0.40653,                 1.0403,                0.52347,                0.84459,              0.0075052,              0.0075052,              0.0075052
                    254,                 1.0005,                0.52492,                0.83012,                0.78386,                0.64649,                0.70227,                0.40881,                 1.0396,                0.52242,                0.84459,              0.0074953,              0.0074953,              0.0074953
                    255,                 1.0141,                0.53145,                0.82989,                 0.8148,                0.62216,                0.70087,                0.40267,                 1.0413,                0.52313,                0.84363,              0.0074854,              0.0074854,              0.0074854
                    256,                 1.0062,                0.52568,                0.82803,                0.76245,                0.65006,                0.69822,                0.40673,                 1.0377,                0.51921,                0.84328,              0.0074755,              0.0074755,              0.0074755
                    257,                 1.0079,                 0.5285,                0.82928,                0.77457,                0.64159,                0.70034,                0.40232,                  1.037,                0.51908,                0.84407,              0.0074656,              0.0074656,              0.0074656
                    258,                 1.0115,                0.52971,                0.82993,                0.78168,                0.63061,                0.69116,                0.39698,                 1.0403,                0.52127,                 0.8444,              0.0074557,              0.0074557,              0.0074557
                    259,                 1.0079,                0.52806,                0.82829,                0.75714,                0.64729,                0.69682,                0.39711,                 1.0423,                0.52576,                0.84518,              0.0074458,              0.0074458,              0.0074458
                    260,                 1.0159,                0.53036,                0.82878,                0.77353,                0.62793,                0.69248,                 0.3919,                 1.0297,                0.52347,                0.84341,              0.0074359,              0.0074359,              0.0074359
                    261,                  1.007,                0.52766,                 0.8289,                0.76871,                0.62785,                0.69462,                0.39836,                 1.0343,                0.52417,                 0.8439,               0.007426,               0.007426,               0.007426
                    262,                 1.0163,                0.53279,                0.82912,                0.73506,                0.65417,                0.69643,                0.40354,                 1.0213,                0.51586,                 0.8441,              0.0074161,              0.0074161,              0.0074161
                    263,                 1.0176,                0.53022,                0.83074,                0.79864,                 0.6172,                 0.6952,                0.40946,                 1.0178,                0.51381,                0.84305,              0.0074062,              0.0074062,              0.0074062
                    264,                 1.0145,                0.52685,                0.82812,                 0.7856,                  0.631,                0.70048,                0.40798,                 1.0235,                0.51787,                0.84314,              0.0073963,              0.0073963,              0.0073963
                    265,                  1.013,                0.53033,                0.82891,                0.79269,                0.62991,                0.70451,                0.41484,                 1.0199,                0.51742,                0.84244,              0.0073864,              0.0073864,              0.0073864
                    266,                  1.009,                0.52793,                0.82762,                0.76939,                0.64553,                0.69934,                0.41057,                 1.0152,                0.51604,                0.84225,              0.0073765,              0.0073765,              0.0073765
                    267,                 1.0066,                0.52772,                0.82739,                0.78423,                0.64243,                0.70382,                0.41087,                 1.0109,                0.51088,                0.84121,              0.0073666,              0.0073666,              0.0073666
                    268,                 1.0017,                0.52851,                0.82955,                0.78303,                0.63483,                 0.7039,                0.41329,                 1.0171,                0.51393,                0.84187,              0.0073567,              0.0073567,              0.0073567
                    269,                 1.0125,                0.52928,                 0.8266,                 0.7541,                0.65321,                0.70442,                0.41487,                 1.0252,                0.51903,                0.84247,              0.0073468,              0.0073468,              0.0073468
                    270,                 1.0082,                0.52718,                0.82845,                0.78251,                0.64341,                0.70566,                0.41774,                 1.0183,                0.51313,                0.84234,              0.0073369,              0.0073369,              0.0073369
                    271,                 1.0078,                0.52942,                0.82668,                0.80162,                0.64657,                 0.7074,                0.41281,                 1.0177,                0.51407,                 0.8416,               0.007327,               0.007327,               0.007327
                    272,                 1.0024,                0.52376,                0.82796,                0.76756,                0.64612,                0.69777,                0.40578,                 1.0208,                0.51434,                 0.8433,              0.0073171,              0.0073171,              0.0073171
                    273,                 1.0009,                0.52366,                0.82603,                0.75962,                0.66257,                 0.7064,                0.41276,                 1.0111,                0.51183,                0.84217,              0.0073072,              0.0073072,              0.0073072
                    274,                0.99403,                0.52056,                0.82725,                0.78735,                0.64218,                0.70944,                0.41267,                 1.0188,                0.51385,                0.84229,              0.0072973,              0.0072973,              0.0072973
                    275,                 1.0069,                0.52901,                0.82965,                0.80157,                0.62472,                0.70743,                0.40831,                 1.0201,                0.51676,                0.84272,              0.0072874,              0.0072874,              0.0072874
                    276,                 0.9974,                0.52149,                0.82607,                0.77427,                0.65242,                0.70838,                0.41205,                 1.0196,                0.51812,                0.84262,              0.0072775,              0.0072775,              0.0072775
                    277,                0.98821,                0.51837,                0.82633,                 0.7632,                 0.6558,                0.70534,                0.41228,                 1.0128,                0.51351,                0.84169,              0.0072676,              0.0072676,              0.0072676
                    278,                 1.0167,                0.52861,                0.83141,                0.77943,                0.63129,                0.69952,                0.41321,                  1.012,                0.51656,                0.84273,              0.0072577,              0.0072577,              0.0072577
